Name,Year,Variable,Value,Geography Type,Date,Location
Spokane County,2010,Percent Associate's Degree or Higher,0.401,County,12/31/2010 12:00:00 AM,POINT (-117.403371 47.620375)
Island County,2011,Percent Associate's Degree or Higher,0.397,County,12/31/2011 12:00:00 AM,POINT (-122.670649 48.158554)
Island County,2012,Percent High School Graduate or Higher,0.95,County,12/31/2012 12:00:00 AM,POINT (-122.670649 48.158554)
Thurston County,2011,Graduate/Professional Degree,0.142,County,12/31/2011 12:00:00 AM,POINT (-122.830152 46.935822)
Pierce County,2019,Percent Associate's Degree,0.116,County,12/31/2019 12:00:00 AM,POINT (-122.153242 47.051415)
Pierce County,2010,Percent Associate's Degree,0.1,County,12/31/2010 12:00:00 AM,POINT (-122.153242 47.051415)
Lewis County,2016,Graduate/Professional Degree,0.054,County,12/31/2016 12:00:00 AM,POINT (-122.377444 46.580071)
Whatcom County,2018,Percent Associate's Degree,0.119,County,12/31/2018 12:00:00 AM,POINT (-121.836432 48.842653)
Washington,2016,Graduate/Professional Degree,0.132,State,12/31/2016 12:00:00 AM,POINT (47.4073238 -120.5757999)
Skagit County,2019,Percent Associate's Degree or Higher,0.369,County,12/31/2019 12:00:00 AM,POINT (-121.81577 48.493292)
Franklin County,2017,Percent Associate's Degree,0.085,County,12/31/2017 12:00:00 AM,POINT (-118.906944 46.53458)
Grays Harbor County,2012,Percent Associate's Degree or Higher,0.249,County,12/31/2012 12:00:00 AM,POINT (-123.826655 47.113999)
Mason County,2018,Percent High School Graduate or Higher,0.879,County,12/31/2018 12:00:00 AM,POINT (-123.17385 47.354126)
Spokane County,2010,Percent Bachelor's Degree or Higher,0.285,County,12/31/2010 12:00:00 AM,POINT (-117.403371 47.620375)
Benton County,2018,Percent Associate's Degree,0.102,County,12/31/2018 12:00:00 AM,POINT (-119.516666 46.22812)
Skagit County,2013,Percent Bachelor's Degree or Higher,0.237,County,12/31/2013 12:00:00 AM,POINT (-121.81577 48.493292)
Cowlitz County,2010,Percent High School Graduate or Higher,0.865,County,12/31/2010 12:00:00 AM,POINT (-122.658682 46.185923)
Cowlitz County,2013,Percent Associate's Degree or Higher,0.232,County,12/31/2013 12:00:00 AM,POINT (-122.658682 46.185923)
Spokane County,2018,Graduate/Professional Degree,0.112,County,12/31/2018 12:00:00 AM,POINT (-117.403371 47.620375)
Kitsap County,2013,Percent High School Graduate or Higher,0.942,County,12/31/2013 12:00:00 AM,POINT (-122.649636 47.639687)
Whatcom County,2011,Percent High School Graduate or Higher,0.916,County,12/31/2011 12:00:00 AM,POINT (-121.836432 48.842653)
Spokane County,2018,Percent Bachelor's Degree or Higher,0.313,County,12/31/2018 12:00:00 AM,POINT (-117.403371 47.620375)
Washington,2013,Percent Associate's Degree or Higher,0.422,State,12/31/2013 12:00:00 AM,POINT (47.4073238 -120.5757999)
Clark County,2015,Percent High School Graduate or Higher,0.908,County,12/31/2015 12:00:00 AM,POINT (-122.485903 45.771674)
Clark County,2018,Percent Associate's Degree or Higher,0.432,County,12/31/2018 12:00:00 AM,POINT (-122.485903 45.771674)
Clark County,2011,Percent Bachelor's Degree or Higher,0.269,County,12/31/2011 12:00:00 AM,POINT (-122.485903 45.771674)
Chelan County,2014,Percent Bachelor's Degree or Higher,0.274,County,12/31/2014 12:00:00 AM,POINT (-120.619041 47.860974)
Grant County,2017,Percent Associate's Degree or Higher,0.252,County,12/31/2017 12:00:00 AM,POINT (-119.467788 47.213633)
Clark County,2019,Percent Bachelor's Degree or Higher,0.315,County,12/31/2019 12:00:00 AM,POINT (-122.485903 45.771674)
Clallam County,2015,Graduate/Professional Degree,0.092,County,12/31/2015 12:00:00 AM,POINT (-123.88986 48.110903)
Franklin County,2013,Percent Bachelor's Degree or Higher,0.138,County,12/31/2013 12:00:00 AM,POINT (-118.906944 46.53458)
Whatcom County,2013,Percent High School Graduate or Higher,0.905,County,12/31/2013 12:00:00 AM,POINT (-121.836432 48.842653)
Cowlitz County,2019,Percent Associate's Degree or Higher,0.277,County,12/31/2019 12:00:00 AM,POINT (-122.658682 46.185923)
Pierce County,2010,Percent High School Graduate or Higher,0.9,County,12/31/2010 12:00:00 AM,POINT (-122.153242 47.051415)
Thurston County,2010,Percent Bachelor's Degree or Higher,0.311,County,12/31/2010 12:00:00 AM,POINT (-122.830152 46.935822)
King County,2012,Percent Bachelor's Degree or Higher,0.459,County,12/31/2012 12:00:00 AM,POINT (-121.833996 47.490599)
Island County,2018,Graduate/Professional Degree,0.145,County,12/31/2018 12:00:00 AM,POINT (-122.670649 48.158554)
Cowlitz County,2012,Graduate/Professional Degree,0.055,County,12/31/2012 12:00:00 AM,POINT (-122.658682 46.185923)
Spokane County,2019,Percent Bachelor's Degree or Higher,0.309,County,12/31/2019 12:00:00 AM,POINT (-117.403371 47.620375)
Franklin County,2012,Percent High School Graduate or Higher,0.718,County,12/31/2012 12:00:00 AM,POINT (-118.906944 46.53458)
Clallam County,2014,Percent Bachelor's Degree or Higher,0.231,County,12/31/2014 12:00:00 AM,POINT (-123.88986 48.110903)
Kitsap County,2015,Graduate/Professional Degree,0.105,County,12/31/2015 12:00:00 AM,POINT (-122.649636 47.639687)
Cowlitz County,2010,Percent Associate's Degree,0.104,County,12/31/2010 12:00:00 AM,POINT (-122.658682 46.185923)
Grant County,2017,Graduate/Professional Degree,0.063,County,12/31/2017 12:00:00 AM,POINT (-119.467788 47.213633)
Pierce County,2014,Percent High School Graduate or Higher,0.903,County,12/31/2014 12:00:00 AM,POINT (-122.153242 47.051415)
Yakima County,2018,Graduate/Professional Degree,0.066,County,12/31/2018 12:00:00 AM,POINT (-120.740145 46.456558)
Franklin County,2016,Percent High School Graduate or Higher,0.752,County,12/31/2016 12:00:00 AM,POINT (-118.906944 46.53458)
Pierce County,2011,Percent Associate's Degree or Higher,0.341,County,12/31/2011 12:00:00 AM,POINT (-122.153242 47.051415)
Spokane County,2015,Percent Bachelor's Degree or Higher,0.285,County,12/31/2015 12:00:00 AM,POINT (-117.403371 47.620375)
Lewis County,2011,Percent Bachelor's Degree or Higher,0.15,County,12/31/2011 12:00:00 AM,POINT (-122.377444 46.580071)
Cowlitz County,2014,Percent High School Graduate or Higher,0.868,County,12/31/2014 12:00:00 AM,POINT (-122.658682 46.185923)
Whatcom County,2015,Percent High School Graduate or Higher,0.93,County,12/31/2015 12:00:00 AM,POINT (-121.836432 48.842653)
Cowlitz County,2017,Percent Associate's Degree,0.107,County,12/31/2017 12:00:00 AM,POINT (-122.658682 46.185923)
Clark County,2017,Percent Associate's Degree or Higher,0.427,County,12/31/2017 12:00:00 AM,POINT (-122.485903 45.771674)
Benton County,2010,Percent Associate's Degree or Higher,0.375,County,12/31/2010 12:00:00 AM,POINT (-119.516666 46.22812)
King County,2014,Percent Bachelor's Degree or Higher,0.486,County,12/31/2014 12:00:00 AM,POINT (-121.833996 47.490599)
Benton County,2018,Percent Bachelor's Degree or Higher,0.3,County,12/31/2018 12:00:00 AM,POINT (-119.516666 46.22812)
Thurston County,2016,Percent Associate's Degree,0.122,County,12/31/2016 12:00:00 AM,POINT (-122.830152 46.935822)
Washington,2014,Percent Associate's Degree or Higher,0.431,State,12/31/2014 12:00:00 AM,POINT (47.4073238 -120.5757999)
Grays Harbor County,2010,Percent Bachelor's Degree or Higher,0.158,County,12/31/2010 12:00:00 AM,POINT (-123.826655 47.113999)
Franklin County,2019,Percent Associate's Degree,0.102,County,12/31/2019 12:00:00 AM,POINT (-118.906944 46.53458)
Cowlitz County,2014,Percent Associate's Degree,0.09,County,12/31/2014 12:00:00 AM,POINT (-122.658682 46.185923)
Snohomish County,2018,Percent Bachelor's Degree or Higher,0.327,County,12/31/2018 12:00:00 AM,POINT (-121.766412 48.054913)
Cowlitz County,2018,Percent Associate's Degree,0.139,County,12/31/2018 12:00:00 AM,POINT (-122.658682 46.185923)
Skagit County,2017,Graduate/Professional Degree,0.101,County,12/31/2017 12:00:00 AM,POINT (-121.81577 48.493292)
Yakima County,2011,Percent High School Graduate or Higher,0.717,County,12/31/2011 12:00:00 AM,POINT (-120.740145 46.456558)
Kitsap County,2017,Percent Associate's Degree,0.099,County,12/31/2017 12:00:00 AM,POINT (-122.649636 47.639687)
Thurston County,2012,Percent Associate's Degree or Higher,0.391,County,12/31/2012 12:00:00 AM,POINT (-122.830152 46.935822)
Clallam County,2010,Percent Bachelor's Degree or Higher,0.254,County,12/31/2010 12:00:00 AM,POINT (-123.88986 48.110903)
Benton County,2019,Percent Bachelor's Degree or Higher,0.321,County,12/31/2019 12:00:00 AM,POINT (-119.516666 46.22812)
Yakima County,2010,Percent Associate's Degree,0.073,County,12/31/2010 12:00:00 AM,POINT (-120.740145 46.456558)
Clark County,2012,Percent Bachelor's Degree or Higher,0.268,County,12/31/2012 12:00:00 AM,POINT (-122.485903 45.771674)
Kitsap County,2018,Percent Associate's Degree or Higher,0.459,County,12/31/2018 12:00:00 AM,POINT (-122.649636 47.639687)
Thurston County,2014,Percent High School Graduate or Higher,0.944,County,12/31/2014 12:00:00 AM,POINT (-122.830152 46.935822)
Yakima County,2019,Percent Associate's Degree or Higher,0.254,County,12/31/2019 12:00:00 AM,POINT (-120.740145 46.456558)
Yakima County,2013,Percent High School Graduate or Higher,0.737,County,12/31/2013 12:00:00 AM,POINT (-120.740145 46.456558)
Lewis County,2015,Percent High School Graduate or Higher,0.873,County,12/31/2015 12:00:00 AM,POINT (-122.377444 46.580071)
Clallam County,2017,Percent Bachelor's Degree or Higher,0.266,County,12/31/2017 12:00:00 AM,POINT (-123.88986 48.110903)
Island County,2017,Percent Bachelor's Degree or Higher,0.332,County,12/31/2017 12:00:00 AM,POINT (-122.670649 48.158554)
Skagit County,2017,Percent Associate's Degree,0.113,County,12/31/2017 12:00:00 AM,POINT (-121.81577 48.493292)
Spokane County,2011,Percent Bachelor's Degree or Higher,0.304,County,12/31/2011 12:00:00 AM,POINT (-117.403371 47.620375)
Cowlitz County,2016,Graduate/Professional Degree,0.063,County,12/31/2016 12:00:00 AM,POINT (-122.658682 46.185923)
Kitsap County,2010,Percent Bachelor's Degree or Higher,0.287,County,12/31/2010 12:00:00 AM,POINT (-122.649636 47.639687)
Island County,2013,Percent Associate's Degree or Higher,0.428,County,12/31/2013 12:00:00 AM,POINT (-122.670649 48.158554)
Lewis County,2012,Percent Associate's Degree or Higher,0.307,County,12/31/2012 12:00:00 AM,POINT (-122.377444 46.580071)
Clallam County,2019,Percent Associate's Degree or Higher,0.384,County,12/31/2019 12:00:00 AM,POINT (-123.88986 48.110903)
Whatcom County,2011,Percent Associate's Degree or Higher,0.452,County,12/31/2011 12:00:00 AM,POINT (-121.836432 48.842653)
Clallam County,2013,Percent High School Graduate or Higher,0.905,County,12/31/2013 12:00:00 AM,POINT (-123.88986 48.110903)
Thurston County,2015,Graduate/Professional Degree,0.126,County,12/31/2015 12:00:00 AM,POINT (-122.830152 46.935822)
Whatcom County,2012,Percent Bachelor's Degree or Higher,0.31,County,12/31/2012 12:00:00 AM,POINT (-121.836432 48.842653)
Thurston County,2017,Percent Bachelor's Degree or Higher,0.357,County,12/31/2017 12:00:00 AM,POINT (-122.830152 46.935822)
Pierce County,2015,Percent High School Graduate or Higher,0.916,County,12/31/2015 12:00:00 AM,POINT (-122.153242 47.051415)
Cowlitz County,2011,Percent Bachelor's Degree or Higher,0.162,County,12/31/2011 12:00:00 AM,POINT (-122.658682 46.185923)
Kitsap County,2014,Percent Bachelor's Degree or Higher,0.32,County,12/31/2014 12:00:00 AM,POINT (-122.649636 47.639687)
Washington,2016,Percent Associate's Degree,0.098,State,12/31/2016 12:00:00 AM,POINT (47.4073238 -120.5757999)
Clark County,2016,Percent Associate's Degree or Higher,0.41,County,12/31/2016 12:00:00 AM,POINT (-122.485903 45.771674)
Snohomish County,2016,Percent Bachelor's Degree or Higher,0.314,County,12/31/2016 12:00:00 AM,POINT (-121.766412 48.054913)
Chelan County,2011,Percent Bachelor's Degree or Higher,0.24,County,12/31/2011 12:00:00 AM,POINT (-120.619041 47.860974)
Benton County,2016,Percent High School Graduate or Higher,0.908,County,12/31/2016 12:00:00 AM,POINT (-119.516666 46.22812)
Kitsap County,2012,Percent Bachelor's Degree or Higher,0.297,County,12/31/2012 12:00:00 AM,POINT (-122.649636 47.639687)
Grays Harbor County,2018,Percent Bachelor's Degree or Higher,0.141,County,12/31/2018 12:00:00 AM,POINT (-123.826655 47.113999)
Island County,2018,Percent Associate's Degree or Higher,0.469,County,12/31/2018 12:00:00 AM,POINT (-122.670649 48.158554)
Mason County,2018,Percent Associate's Degree,0.117,County,12/31/2018 12:00:00 AM,POINT (-123.17385 47.354126)
Spokane County,2014,Percent Associate's Degree or Higher,0.409,County,12/31/2014 12:00:00 AM,POINT (-117.403371 47.620375)
Lewis County,2016,Percent Associate's Degree,0.126,County,12/31/2016 12:00:00 AM,POINT (-122.377444 46.580071)
Franklin County,2017,Graduate/Professional Degree,0.047,County,12/31/2017 12:00:00 AM,POINT (-118.906944 46.53458)
Clark County,2016,Percent Bachelor's Degree or Higher,0.295,County,12/31/2016 12:00:00 AM,POINT (-122.485903 45.771674)
Island County,2019,Percent Bachelor's Degree or Higher,0.347,County,12/31/2019 12:00:00 AM,POINT (-122.670649 48.158554)
Clark County,2014,Percent Associate's Degree or Higher,0.375,County,12/31/2014 12:00:00 AM,POINT (-122.485903 45.771674)
Snohomish County,2012,Percent High School Graduate or Higher,0.918,County,12/31/2012 12:00:00 AM,POINT (-121.766412 48.054913)
Grant County,2011,Percent Associate's Degree,0.097,County,12/31/2011 12:00:00 AM,POINT (-119.467788 47.213633)
Pierce County,2014,Percent Associate's Degree,0.111,County,12/31/2014 12:00:00 AM,POINT (-122.153242 47.051415)
Thurston County,2011,Percent Associate's Degree or Higher,0.45,County,12/31/2011 12:00:00 AM,POINT (-122.830152 46.935822)
Lewis County,2019,Percent Bachelor's Degree or Higher,0.189,County,12/31/2019 12:00:00 AM,POINT (-122.377444 46.580071)
Grays Harbor County,2017,Percent Associate's Degree,0.114,County,12/31/2017 12:00:00 AM,POINT (-123.826655 47.113999)
Skagit County,2018,Percent Bachelor's Degree or Higher,0.268,County,12/31/2018 12:00:00 AM,POINT (-121.81577 48.493292)
Skagit County,2017,Percent Associate's Degree or Higher,0.393,County,12/31/2017 12:00:00 AM,POINT (-121.81577 48.493292)
Franklin County,2010,Percent Associate's Degree or Higher,0.214,County,12/31/2010 12:00:00 AM,POINT (-118.906944 46.53458)
Spokane County,2017,Percent Associate's Degree or Higher,0.451,County,12/31/2017 12:00:00 AM,POINT (-117.403371 47.620375)
King County,2016,Graduate/Professional Degree,0.206,County,12/31/2016 12:00:00 AM,POINT (-121.833996 47.490599)
Washington,2013,Percent Bachelor's Degree or Higher,0.327,State,12/31/2013 12:00:00 AM,POINT (47.4073238 -120.5757999)
Island County,2014,Percent Associate's Degree or Higher,0.425,County,12/31/2014 12:00:00 AM,POINT (-122.670649 48.158554)
Grant County,2019,Percent Associate's Degree,0.116,County,12/31/2019 12:00:00 AM,POINT (-119.467788 47.213633)
Kitsap County,2010,Percent Associate's Degree,0.104,County,12/31/2010 12:00:00 AM,POINT (-122.649636 47.639687)
Thurston County,2013,Percent Associate's Degree,0.11,County,12/31/2013 12:00:00 AM,POINT (-122.830152 46.935822)
Grant County,2010,Percent High School Graduate or Higher,0.78,County,12/31/2010 12:00:00 AM,POINT (-119.467788 47.213633)
Yakima County,2016,Percent Associate's Degree or Higher,0.24,County,12/31/2016 12:00:00 AM,POINT (-120.740145 46.456558)
Cowlitz County,2013,Percent High School Graduate or Higher,0.891,County,12/31/2013 12:00:00 AM,POINT (-122.658682 46.185923)
Washington,2011,Percent High School Graduate or Higher,0.901,State,12/31/2011 12:00:00 AM,POINT (47.4073238 -120.5757999)
Clark County,2018,Percent Associate's Degree,0.12,County,12/31/2018 12:00:00 AM,POINT (-122.485903 45.771674)
Grays Harbor County,2014,Percent Bachelor's Degree or Higher,0.152,County,12/31/2014 12:00:00 AM,POINT (-123.826655 47.113999)
Whatcom County,2014,Percent High School Graduate or Higher,0.912,County,12/31/2014 12:00:00 AM,POINT (-121.836432 48.842653)
Grant County,2012,Percent High School Graduate or Higher,0.761,County,12/31/2012 12:00:00 AM,POINT (-119.467788 47.213633)
Skagit County,2010,Percent Bachelor's Degree or Higher,0.222,County,12/31/2010 12:00:00 AM,POINT (-121.81577 48.493292)
Island County,2011,Percent High School Graduate or Higher,0.945,County,12/31/2011 12:00:00 AM,POINT (-122.670649 48.158554)
Yakima County,2017,Percent Associate's Degree,0.082,County,12/31/2017 12:00:00 AM,POINT (-120.740145 46.456558)
Benton County,2015,Graduate/Professional Degree,0.105,County,12/31/2015 12:00:00 AM,POINT (-119.516666 46.22812)
Clallam County,2012,Percent Bachelor's Degree or Higher,0.227,County,12/31/2012 12:00:00 AM,POINT (-123.88986 48.110903)
Snohomish County,2011,Percent Bachelor's Degree or Higher,0.275,County,12/31/2011 12:00:00 AM,POINT (-121.766412 48.054913)
Chelan County,2019,Percent Bachelor's Degree or Higher,0.253,County,12/31/2019 12:00:00 AM,POINT (-120.619041 47.860974)
Cowlitz County,2015,Percent High School Graduate or Higher,0.889,County,12/31/2015 12:00:00 AM,POINT (-122.658682 46.185923)
Snohomish County,2019,Percent High School Graduate or Higher,0.928,County,12/31/2019 12:00:00 AM,POINT (-121.766412 48.054913)
Skagit County,2019,Graduate/Professional Degree,0.094,County,12/31/2019 12:00:00 AM,POINT (-121.81577 48.493292)
Franklin County,2010,Percent Bachelor's Degree or Higher,0.139,County,12/31/2010 12:00:00 AM,POINT (-118.906944 46.53458)
Grant County,2019,Percent Associate's Degree or Higher,0.296,County,12/31/2019 12:00:00 AM,POINT (-119.467788 47.213633)
Clallam County,2010,Percent Associate's Degree,0.09,County,12/31/2010 12:00:00 AM,POINT (-123.88986 48.110903)
Yakima County,2010,Percent Bachelor's Degree or Higher,0.156,County,12/31/2010 12:00:00 AM,POINT (-120.740145 46.456558)
Clallam County,2017,Percent Associate's Degree,0.1,County,12/31/2017 12:00:00 AM,POINT (-123.88986 48.110903)
Pierce County,2013,Percent High School Graduate or Higher,0.9,County,12/31/2013 12:00:00 AM,POINT (-122.153242 47.051415)
King County,2011,Percent Bachelor's Degree or Higher,0.457,County,12/31/2011 12:00:00 AM,POINT (-121.833996 47.490599)
Snohomish County,2010,Percent High School Graduate or Higher,0.903,County,12/31/2010 12:00:00 AM,POINT (-121.766412 48.054913)
Grant County,2015,Percent Associate's Degree or Higher,0.242,County,12/31/2015 12:00:00 AM,POINT (-119.467788 47.213633)
Snohomish County,2014,Percent High School Graduate or Higher,0.92,County,12/31/2014 12:00:00 AM,POINT (-121.766412 48.054913)
Yakima County,2012,Percent Bachelor's Degree or Higher,0.147,County,12/31/2012 12:00:00 AM,POINT (-120.740145 46.456558)
Chelan County,2013,Percent High School Graduate or Higher,0.817,County,12/31/2013 12:00:00 AM,POINT (-120.619041 47.860974)
Island County,2015,Graduate/Professional Degree,0.1,County,12/31/2015 12:00:00 AM,POINT (-122.670649 48.158554)
Grays Harbor County,2016,Percent High School Graduate or Higher,0.868,County,12/31/2016 12:00:00 AM,POINT (-123.826655 47.113999)
Lewis County,2012,Percent Bachelor's Degree or Higher,0.18,County,12/31/2012 12:00:00 AM,POINT (-122.377444 46.580071)
Grant County,2018,Percent Bachelor's Degree or Higher,0.173,County,12/31/2018 12:00:00 AM,POINT (-119.467788 47.213633)
Chelan County,2016,Percent Associate's Degree or Higher,0.366,County,12/31/2016 12:00:00 AM,POINT (-120.619041 47.860974)
Washington,2015,Percent High School Graduate or Higher,0.908,State,12/31/2015 12:00:00 AM,POINT (47.4073238 -120.5757999)
King County,2019,Percent Bachelor's Degree or Higher,0.541,County,12/31/2019 12:00:00 AM,POINT (-121.833996 47.490599)
Island County,2013,Percent Associate's Degree,0.111,County,12/31/2013 12:00:00 AM,POINT (-122.670649 48.158554)
Spokane County,2014,Percent Bachelor's Degree or Higher,0.285,County,12/31/2014 12:00:00 AM,POINT (-117.403371 47.620375)
Lewis County,2014,Percent Associate's Degree or Higher,0.264,County,12/31/2014 12:00:00 AM,POINT (-122.377444 46.580071)
Cowlitz County,2011,Percent Associate's Degree or Higher,0.258,County,12/31/2011 12:00:00 AM,POINT (-122.658682 46.185923)
Lewis County,2018,Percent Associate's Degree,0.144,County,12/31/2018 12:00:00 AM,POINT (-122.377444 46.580071)
Grant County,2014,Percent High School Graduate or Higher,0.743,County,12/31/2014 12:00:00 AM,POINT (-119.467788 47.213633)
Whatcom County,2016,Graduate/Professional Degree,0.118,County,12/31/2016 12:00:00 AM,POINT (-121.836432 48.842653)
Snohomish County,2016,Percent Associate's Degree,0.105,County,12/31/2016 12:00:00 AM,POINT (-121.766412 48.054913)
Benton County,2011,Percent High School Graduate or Higher,0.875,County,12/31/2011 12:00:00 AM,POINT (-119.516666 46.22812)
Yakima County,2018,Percent Associate's Degree,0.083,County,12/31/2018 12:00:00 AM,POINT (-120.740145 46.456558)
Skagit County,2012,Percent High School Graduate or Higher,0.894,County,12/31/2012 12:00:00 AM,POINT (-121.81577 48.493292)
Yakima County,2019,Percent Associate's Degree,0.082,County,12/31/2019 12:00:00 AM,POINT (-120.740145 46.456558)
Lewis County,2013,Percent Bachelor's Degree or Higher,0.123,County,12/31/2013 12:00:00 AM,POINT (-122.377444 46.580071)
Whatcom County,2011,Percent Bachelor's Degree or Higher,0.336,County,12/31/2011 12:00:00 AM,POINT (-121.836432 48.842653)
Spokane County,2013,Percent Associate's Degree,0.11,County,12/31/2013 12:00:00 AM,POINT (-117.403371 47.620375)
Kitsap County,2019,Percent Associate's Degree or Higher,0.453,County,12/31/2019 12:00:00 AM,POINT (-122.649636 47.639687)
Spokane County,2017,Percent Associate's Degree,0.143,County,12/31/2017 12:00:00 AM,POINT (-117.403371 47.620375)
Grays Harbor County,2019,Percent Associate's Degree,0.119,County,12/31/2019 12:00:00 AM,POINT (-123.826655 47.113999)
Lewis County,2015,Percent Bachelor's Degree or Higher,0.177,County,12/31/2015 12:00:00 AM,POINT (-122.377444 46.580071)
Yakima County,2013,Percent Bachelor's Degree or Higher,0.155,County,12/31/2013 12:00:00 AM,POINT (-120.740145 46.456558)
Island County,2015,Percent Associate's Degree,0.111,County,12/31/2015 12:00:00 AM,POINT (-122.670649 48.158554)
Franklin County,2011,Percent Associate's Degree or Higher,0.236,County,12/31/2011 12:00:00 AM,POINT (-118.906944 46.53458)
Clallam County,2015,Percent High School Graduate or Higher,0.935,County,12/31/2015 12:00:00 AM,POINT (-123.88986 48.110903)
King County,2010,Percent Associate's Degree,0.079,County,12/31/2010 12:00:00 AM,POINT (-121.833996 47.490599)
Washington,2017,Percent Associate's Degree or Higher,0.456,State,12/31/2017 12:00:00 AM,POINT (47.4073238 -120.5757999)
Clallam County,2017,Percent Associate's Degree or Higher,0.366,County,12/31/2017 12:00:00 AM,POINT (-123.88986 48.110903)
Clallam County,2012,Percent Associate's Degree,0.116,County,12/31/2012 12:00:00 AM,POINT (-123.88986 48.110903)
Grays Harbor County,2011,Percent Associate's Degree or Higher,0.241,County,12/31/2011 12:00:00 AM,POINT (-123.826655 47.113999)
Franklin County,2013,Percent High School Graduate or Higher,0.7,County,12/31/2013 12:00:00 AM,POINT (-118.906944 46.53458)
Thurston County,2011,Percent High School Graduate or Higher,0.942,County,12/31/2011 12:00:00 AM,POINT (-122.830152 46.935822)
Grays Harbor County,2010,Percent High School Graduate or Higher,0.825,County,12/31/2010 12:00:00 AM,POINT (-123.826655 47.113999)
Pierce County,2010,Percent Bachelor's Degree or Higher,0.234,County,12/31/2010 12:00:00 AM,POINT (-122.153242 47.051415)
Kitsap County,2010,Percent Associate's Degree or Higher,0.391,County,12/31/2010 12:00:00 AM,POINT (-122.649636 47.639687)
Chelan County,2015,Graduate/Professional Degree,0.092,County,12/31/2015 12:00:00 AM,POINT (-120.619041 47.860974)
Grant County,2012,Percent Associate's Degree or Higher,0.234,County,12/31/2012 12:00:00 AM,POINT (-119.467788 47.213633)
Grays Harbor County,2012,Percent High School Graduate or Higher,0.866,County,12/31/2012 12:00:00 AM,POINT (-123.826655 47.113999)
Franklin County,2012,Percent Bachelor's Degree or Higher,0.131,County,12/31/2012 12:00:00 AM,POINT (-118.906944 46.53458)
Cowlitz County,2010,Percent Bachelor's Degree or Higher,0.144,County,12/31/2010 12:00:00 AM,POINT (-122.658682 46.185923)
Franklin County,2015,Percent High School Graduate or Higher,0.76,County,12/31/2015 12:00:00 AM,POINT (-118.906944 46.53458)
Spokane County,2019,Percent High School Graduate or Higher,0.937,County,12/31/2019 12:00:00 AM,POINT (-117.403371 47.620375)
Washington,2012,Percent Associate's Degree or Higher,0.413,State,12/31/2012 12:00:00 AM,POINT (47.4073238 -120.5757999)
Island County,2013,Graduate/Professional Degree,0.108,County,12/31/2013 12:00:00 AM,POINT (-122.670649 48.158554)
Whatcom County,2012,Percent Associate's Degree or Higher,0.42,County,12/31/2012 12:00:00 AM,POINT (-121.836432 48.842653)
Skagit County,2014,Graduate/Professional Degree,0.094,County,12/31/2014 12:00:00 AM,POINT (-121.81577 48.493292)
Kitsap County,2017,Percent Bachelor's Degree or Higher,0.335,County,12/31/2017 12:00:00 AM,POINT (-122.649636 47.639687)
Clallam County,2019,Percent Bachelor's Degree or Higher,0.284,County,12/31/2019 12:00:00 AM,POINT (-123.88986 48.110903)
Chelan County,2017,Percent Associate's Degree,0.083,County,12/31/2017 12:00:00 AM,POINT (-120.619041 47.860974)
Thurston County,2013,Graduate/Professional Degree,0.13,County,12/31/2013 12:00:00 AM,POINT (-122.830152 46.935822)
Pierce County,2012,Percent High School Graduate or Higher,0.911,County,12/31/2012 12:00:00 AM,POINT (-122.153242 47.051415)
Chelan County,2014,Percent High School Graduate or Higher,0.848,County,12/31/2014 12:00:00 AM,POINT (-120.619041 47.860974)
Grant County,2011,Percent Bachelor's Degree or Higher,0.172,County,12/31/2011 12:00:00 AM,POINT (-119.467788 47.213633)
Washington,2012,Percent Bachelor's Degree or Higher,0.317,State,12/31/2012 12:00:00 AM,POINT (47.4073238 -120.5757999)
Benton County,2013,Percent High School Graduate or Higher,0.876,County,12/31/2013 12:00:00 AM,POINT (-119.516666 46.22812)
Chelan County,2010,Percent Associate's Degree,0.105,County,12/31/2010 12:00:00 AM,POINT (-120.619041 47.860974)
Skagit County,2013,Percent High School Graduate or Higher,0.889,County,12/31/2013 12:00:00 AM,POINT (-121.81577 48.493292)
Lewis County,2011,Percent High School Graduate or Higher,0.876,County,12/31/2011 12:00:00 AM,POINT (-122.377444 46.580071)
Kitsap County,2015,Percent Associate's Degree or Higher,0.42,County,12/31/2015 12:00:00 AM,POINT (-122.649636 47.639687)
Yakima County,2019,Graduate/Professional Degree,0.062,County,12/31/2019 12:00:00 AM,POINT (-120.740145 46.456558)
Snohomish County,2011,Percent Associate's Degree,0.113,County,12/31/2011 12:00:00 AM,POINT (-121.766412 48.054913)
Franklin County,2014,Graduate/Professional Degree,0.051,County,12/31/2014 12:00:00 AM,POINT (-118.906944 46.53458)
Grant County,2016,Percent High School Graduate or Higher,0.767,County,12/31/2016 12:00:00 AM,POINT (-119.467788 47.213633)
Grays Harbor County,2013,Percent Associate's Degree,0.13,County,12/31/2013 12:00:00 AM,POINT (-123.826655 47.113999)
King County,2014,Percent High School Graduate or Higher,0.923,County,12/31/2014 12:00:00 AM,POINT (-121.833996 47.490599)
Washington,2010,Percent Bachelor's Degree or Higher,0.311,State,12/31/2010 12:00:00 AM,POINT (47.4073238 -120.5757999)
Washington,2019,Percent Bachelor's Degree or Higher,0.37,State,12/31/2019 12:00:00 AM,POINT (47.4073238 -120.5757999)
